Name,n-events,ParentDataset,Source,Parameters
piikkidata1.csv,48223,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata1.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
piikkidata2.csv,33177,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata2.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
piikkidata3.csv,19519,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata3.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
piikkidata4.csv,7915,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata4.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
piikkidata5.csv,8270,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata5.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
piikkidata6.csv,4106,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/piikkidata6.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
SingleMuonMet.csv,457575,SingleMu 2011,http://kati.web.cern.ch/kati/SingleMuonMet.csv,"['Run', 'Event', 'type1', 'E1', 'px1', 'py1', 'pz1', 'pt1', 'eta1', 'phi1', 'Q1', 'iso1', 'chisq1', 'dxy1', 'type2', 'E2', 'px2', 'py2', 'pz2', 'pt2', 'eta2', 'phi2', 'Q2', 'iso2', 'chisq2', 'dxy2', 'met_et', 'met_phi']"
Wenu.csv,1000,Electron 2010,http://opendata.cern.ch/record/308/files/Wenu.csv,Run Event E px py pz pt eta phi Q MET phiMET
Wenu.csv,100000,SingleElectron 2011,http://opendata.cern.ch/record/545/files/Wenu.csv,Run Event pt eta phi Q type delEta delPhi sigmaEtaEta HoverE isoTrack isoEcal isoHcal MET phiMET
Wmunu.csv,1000,Mu 2010,http://opendata.cern.ch/record/309/files/Wmunu.csv,Run Event E px py pz pt eta phi Q MET phiMET
Wmunu.csv,100000,SingleMu 2011,http://opendata.cern.ch/record/545/files/Wmunu.csv,Run Event pt eta phi Q chiSq dxy iso MET phiMET
Ymumu.csv,20000,DoubleMu 2011,http://opendata.cern.ch/record/545/files/Ymumu.csv,Run Event type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2
Zee.csv,663,DoubleElectron 2011,http://opendata.cern.ch/record/545/files/Zee.csv,Type Run Event E1 px1 py1 pz1 pt1 eta1 phi1 Q1 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
Zee.csv,10000,Electron 2010,http://opendata.cern.ch/record/306/files/Zee.csv,Run Event pt1 eta1 phi1 Q1 type1 sigmaEtaEta1 HoverE1 isoTrack1 isoEcal1 isoHcal1 pt2 eta2 phi2 Q2 type2 sigmaEtaEta2 HoverE2 isoTrack2 isoEcal2 isoHcal2
Zmumu.csv,2304,DoubleMu 2011,http://opendata.cern.ch/record/545/files/Zmumu.csv,Type Run Event E1 px1 py1 pz1 pt1 eta1 phi1 Q1 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
Zmumu.csv,10000,Mu 2010,http://opendata.cern.ch/record/307/files/Zmumu.csv,Run Event pt1 eta1 phi1 Q1 dxy1 iso1 pt2 eta2 phi2 Q2 dxy2 iso2
DoubleMuRun2011A.csv,475465,DoubleMu 2011,https://raw.githubusercontent.com/cms-opendata-education/cms-jupyter-materials-finnish/master/Data/DoubleMuRun2011A.csv,Run Event Type1 E1 px1 py1 pz1 pt1 eta1 phi1 Q1 Type2 E2 px2 py2 pz2 pt2 eta2 phi2 Q2 M
